id,name,currentPrice,categoryId,categoryName,marketId,marketProvider,oldPrice,brand,priceLabel,saleSpecification,imageUrl
d1d6aa2d-e65c-40ee-94c4-2ab70e45aad5," Rękawiczki rowerowe Ride, rozmiar M, męskie, antypoślizgowe ",69.90,5dcb13df-15cf-4b4d-9ed4-e8d3188b1cf6,Sport i hobby,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," SPOKEY ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," KUP 2 - DOSTAWA GRATIS ",
0d614787-0d40-4edf-a17e-000ad6ff4b48," Zestaw ochraniaczy Armor, rozmiar L, niebieskie ",39.99,5dcb13df-15cf-4b4d-9ed4-e8d3188b1cf6,Sport i hobby,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.90," SPOKEY ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," KUP 2 - DOSTAWA GRATIS ",
30bbc745-f516-4451-a92c-338bd9779d2e," Zestaw ochraniaczy Shield Pro, rozmiar M, 3 podw&oacute;jne elementy ",69.90,5dcb13df-15cf-4b4d-9ed4-e8d3188b1cf6,Sport i hobby,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," SPOKEY ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," KUP 2 - DOSTAWA GRATIS ",
5a82f909-5b81-44b5-a5e2-d28c499ceca5," Rękawiczki rowerowe Ride, rozmiar L, męskie, antypoślizgowe ",69.90,5dcb13df-15cf-4b4d-9ed4-e8d3188b1cf6,Sport i hobby,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," SPOKEY ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," KUP 2 - DOSTAWA GRATIS ",
814f0625-b3cc-4108-b705-9ae6e148f9b3," Zestaw ochraniaczy Shield Pro, rozmiar S, 3 podw&oacute;jne elementy ",69.90,5dcb13df-15cf-4b4d-9ed4-e8d3188b1cf6,Sport i hobby,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," SPOKEY ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," KUP 2 - DOSTAWA GRATIS ",
735af0af-900f-4f97-b97d-6c4c5bc5c214," Pochodnia solarna GARDEN , z efektem płomienia, 36 LED ",24.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,," JUMI ",," 3+3 gratis ",
26984055-2bff-469e-b7f0-9fd54bf24bc8," Pochodnia solarna Bazie GARDEN ",24.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,," JUMI ",," 3+3 gratis ",
def28a4c-1d1e-4420-97ed-c0d0da71ac4a," Sekator nożycowy Ideal, jednoręczny, niebieski ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,44.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
6632e803-5284-4320-a7a5-66c94c32909e," Koc flanelowy, 150 x 200 cm, kolekcja Art, Van Gogh, Gwiaździsta noc ",49.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,59.90," ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
ab1330e7-ec7b-41f2-a999-1c43251baba6," Koc flanelowy, 150 x 200 cm, kolekcja Art, Klimt ",49.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,59.90," ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
e3765f23-934a-42de-ad1a-a32f9f2632fa," Koc flanelowy, 150 x 200 cm, kolekcja Art, Van Gogh, Słoneczniki ",49.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,59.90," ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
bb97c17b-bd0c-4b72-ace9-e6b4885a8a2f," Nożyczki wielofunkcyjne ERGO, z ząbkami, z osłoną ostrza ",36.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,39.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
99f5bc14-3d44-4182-bb9c-70980bc8e81b," Sekator kowadełkowy Ideal, jednoręczny, niebieski ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,44.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
9cf3828f-9720-4f34-bd4f-0032483fa127," Podkaszarka elektryczna, 250 W, dodatkowy uchwyt ",77.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
e93d22e0-7021-4500-8fde-a285e4cec604," Osłona balkonowa, 90x500 cm, brązowa ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," DECOTEAM ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
18e64fe4-e687-4b82-967e-5eb1960f3d58," Sekator nożycowy Ideal, metalowy, niebieski ",99.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,109.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
23279aae-4067-4316-8eec-f144eb911cd7," Grill kulisty 16&rdquo;, czarny, z pokrywą i popielnikiem ",99.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,119.00," MG HOME ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki"," DOSTAWA GRATIS ",
e660adf9-f6bb-49eb-bf79-f7ee4e43c805," Fotel ogrodowy PORTO, bez podn&oacute;żka, szary ",129.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,149.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
97b949bc-d5c5-473a-a268-48c582a4d45a," Fotel luksusowy Relax, rozkładany, z podn&oacute;żkiem, zielony ",199.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,219.00," PATIO ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
70178726-8648-435d-8c37-a640822f41e5," Kosz ogrodowy ERGO, 56 l, czarny, składany, z uchwytami ",49.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,54.90," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1513afa4-30e5-420d-818d-d9416f3e48c0," Fotel ogrodowy z podn&oacute;żkiem Bilbao Plus, wielokolorowy ",179.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,199.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
9685b3cf-3531-4d0d-856e-42522ef47768," Fotel ogrodowy PORTO, bez podn&oacute;żka, szary w kwiaty ",129.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,149.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
a07b2c50-2319-4a0d-b08c-01da00ecd161," Zestaw mebli balkonowych, czarny, 2 krzesła i stolik ",279.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,349.00," JUMI ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
edf07d67-3b79-4d35-8ea9-d9aa5b7c5de6," Nożyce ogrodowe BASIC, teleskopowe, czarne ",89.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,99.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
ebdf0175-7bd6-4462-adae-6b61ba331935," Parasol balkonowy GARDEN, uchylny, antracyt ",79.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,99.00," JUMI ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
22285581-01ac-40f2-9724-2e46da42dd57," Osłona balkonowa, 90x500 cm, piaskowa ",39.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," DECOTEAM ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
2f4b2b50-65b2-467e-846a-2e5d8e2ad3f6," Piła ręczna ERGO, składana, do suchego i mokrego drewna ",89.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,94.90," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
0a0f869c-2b33-4e68-8342-d6e2bcdf8638," Fotel ogrodowy z podn&oacute;żkiem Bilbao Plus, szary ",179.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,199.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
152605fb-76f4-4ee0-b362-0c8714e6bc8b," Piła Ergo, jednoręczna, niebieski ",74.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,79.90," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
bfc2c4c6-0d66-4e70-96ff-94c65d5133f6," Osłona balkonowa, 75x600 cm, brązowa ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," DECOTEAM ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
a98ffcf8-ddc1-4476-8a3d-3282f3ea8352," ZESTAW DO BADMINTONA, 6 ELEMENT&Oacute;W ",44.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," Seven for 7 ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
436830c4-2c3f-4a33-82cc-d43268e1ee4b," Fotel ogrodowy z podn&oacute;żkiem Bilbao Plus, zielony ",179.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,199.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
7ae82324-050a-4bf8-a620-294474c149f4," Osłona balkonowa, 75x600 cm, szara ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," DECOTEAM ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
206bc143-345e-4e65-9add-15d6e0782bf3," Fotel ogrodowy G046-13PB PORTO, bez podn&oacute;żka, zielony ",129.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,149.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
c9bfd1d9-c781-455f-a8ab-e17334408eec," Przenośny tor przeszk&oacute;d dla dzieci, wariant XL ",379.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,499.00," MOTION ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1d43f2d0-6008-4223-9c19-3bbf5041591b," Leżak ogrodowy Tulon, zielony ",199.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,249.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
0df61dfe-fa6f-4b3c-8487-960ee02c8ce5," Zraszacz wahadłowy Focus ERGO, 16,9 x 57,1 x 8,6 cm, czarny ",109.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,119.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
a1f04581-31b9-4d42-81a9-7d67eccb874b," Palisada ogrodowa 4 Eco, grafitowa, mrozoodporna, z teksturą drewna ",32.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,36.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
b467df98-5674-447c-b8db-a2151e921e0f," Wieszak na narzędzia ERGO, 4 uchwyty samoblokujące, udźwig 33 kg ",64.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,69.90," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
bb731538-a3f4-4f4a-a78b-05bd0e2dfca0," Poduszka na krzesło MALEZJA NIEDRIG, ze sznurkami, szara ",59.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,69.90," PATIO ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
d02421b6-92ca-4f47-98b9-afd8ec698c53," W&oacute;zek na wąż ALUPLUS, 1/2&rdquo; 60 m, niebieski ",119.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,129.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
3b76968e-48e1-43a1-b456-5f92d9ac1755," Leżak ogrodowy Tulon, szary ",199.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,249.00," GARDENIC ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
80b86b80-b4fd-4f93-9acd-ddd616c0ae9c," Komplet poduszek do huśtawki ogrodowej VITA, szare ",199.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,269.00," PATIO ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
eeac4cac-d497-426f-a444-2e80d326c7aa," Huśtawka dziecięca kokon z wyjmowaną poduszką, szaro-zielona ",109.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,129.00," JUMI ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
56cfc834-b417-4e0e-a6bf-eeebb906c9d8," Mata balkonowa, 0,9 x 5 m, kamień ciemny ",79.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,99.00," TAJEMNICZY OGR&Oacute;D ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
c30603dd-10e6-49a6-9c3c-f120036d92b6," Palisada ogrodowa 4 Eco, ceglasta, mrozoodporna, z teksturą drewna ",32.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,36.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1f4754e2-ce66-48a0-80bf-97fc96cc573e," Zestaw do nawadniania BASIC, 22,5 m, z rozciągliwym wężem ",109.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,119.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1bc02923-7fc7-4fa8-aefe-3c3840353814," Kurtyna wodna 7,5 m, szara ",84.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,89.90," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
f07a8ddb-5e51-4666-934f-e01a56963019," Torba na narzędzia ogrodowe ERGO, 400x310x360 mm, 15 l ",44.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
0e708a33-dd9e-4d80-ac13-b2988259af65," Komplet 3 poduszek paletowych TERMI BASIC, granatowe ",199.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,229.00," PATIO ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1151c02c-3cbe-4eec-8246-a7288028f93b," Poduszka na leżak MALEZJA LIEGE, ze sznurkami, szara ",109.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,129.00," PATIO ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
5bca482b-2dda-4ea5-a175-53ca8cddd129," Osłona balkonowa, 75x600 cm, piaskowa ",39.99,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,49.99," DECOTEAM ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
1c8004f8-bb57-4dcb-bab0-14dfaea743e5," Zestaw do nawadniania GROW, 20 m, beżowy, 1/2&rdquo; ",89.90,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,99.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
25b355fb-9c25-4a57-974c-f5a3f9233589," Nożyce ogrodowe Ideal, teleskopowe, czarny ",159.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,169.00," CELLFAST ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
0dc5667a-308a-4932-bbce-05a1c6ae90d8," Girlanda ogrodowa, biała, 10 m, 20 opraw ",149.00,5677a7f4-fa1c-43f7-99bd-dcc299dfe90e,Ogr&oacute;d,a29a43c6-b9ec-4873-b2c4-2861f09dc1c9,Biedronka,199.00," TAJEMNICZY OGR&Oacute;D ","najniższa cena, kt&oacute;ra obowiązywała w&nbsp;okresie 30&nbsp;dni przed wprowadzeniem obniżki",,
